"year","statistical_region","waste_code","type_of_waste","waste_category","name_of_municipality","waste_collected_public_service","waste_by_municipality"
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KOZJE","yes",21.585
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","LAŠKO","no",12.28
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","LAŠKO","yes",173.7
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","LJUBNO","yes",15.445
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","LUČE","yes",3.623
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MOZIRJE","yes",50.592
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","NAZARJE","yes",32.734
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PODČETRTEK","no",60.12
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PODČETRTEK","yes",33.033
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","POLZELA","yes",39.13
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PREBOLD","yes",41.899
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","REČICA OB SAVINJI","yes",21.683
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ROGATEC","no",18.954
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ROGATEC","yes",15.893
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ROGAŠKA SLATINA","yes",77.707
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SLOVENSKE KONJICE","yes",144.12
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SOLČAVA","yes",4.28
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TABOR","yes",10.511
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VELENJE","no",2257.578
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VELENJE","yes",298.083
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VITANJE","yes",8.735
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VOJNIK","no",1.96
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VOJNIK","yes",24.615
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VRANSKO","yes",17.746
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ZREČE","yes",25.375
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠENTJUR","no",77.795
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠENTJUR","yes",75.338
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠMARJE PRI JELŠAH","no",24.4
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠMARJE PRI JELŠAH","yes",85.371
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠMARTNO OB PAKI","no",15.57
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠMARTNO OB PAKI","yes",47.375
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠOŠTANJ","no",27.785
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠOŠTANJ","yes",76.406
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠTORE","no",18.26
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŠTORE","yes",33.47
2024,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ŽALEC","yes",177.374
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","BRASLOVČE","no",4.5
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","CELJE","no",50.236
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","CELJE","yes",5.58
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","LAŠKO","no",0.12
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ROGATEC","no",46.34
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","VELENJE","no",2570.205
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ŠMARJE PRI JELŠAH","no",18.6
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ŠMARTNO OB PAKI","no",4.48
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ŠOŠTANJ","no",30.975
2024,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ŠTORE","no",23.44
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BRASLOVČE","no",0.198
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","BRASLOVČE","yes",95.309
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","CELJE","no",128.672
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","CELJE","yes",783.606
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DOBJE","no",0.61
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DOBJE","yes",10.21
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DOBRNA","yes",76.178
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GORNJI GRAD","no",0.05
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","GORNJI GRAD","yes",42.136
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOZJE","no",1.527
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOZJE","yes",16.765
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LAŠKO","no",5.171
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LAŠKO","yes",2.84
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LJUBNO","yes",12.655
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LUČE","yes",4.263
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MOZIRJE","no",0.36
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MOZIRJE","yes",42.899
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","NAZARJE","yes",55.657
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PODČETRTEK","yes",25.656
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","POLZELA","no",0.24
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","POLZELA","yes",87.932
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PREBOLD","no",0.14
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PREBOLD","yes",84.017
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","REČICA OB SAVINJI","yes",18.386
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ROGATEC","no",0.17
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ROGATEC","yes",12.344
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ROGAŠKA SLATINA","yes",60.353
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SLOVENSKE KONJICE","no",1.032
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SLOVENSKE KONJICE","yes",274.237
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SOLČAVA","yes",6.614
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TABOR","yes",41.062
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VELENJE","no",0.58
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VELENJE","yes",542.994
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VOJNIK","no",0.973
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VOJNIK","yes",134.677
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VRANSKO","yes",42.956
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ZREČE","no",3.589
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠENTJUR","yes",126.823
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠMARJE PRI JELŠAH","no",106.77
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠMARJE PRI JELŠAH","yes",66.306
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠMARTNO OB PAKI","yes",60.008
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠOŠTANJ","no",0.22
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠOŠTANJ","yes",98.324
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠTORE","no",28.239
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠTORE","yes",66.63
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŽALEC","no",7.423
2024,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŽALEC","yes",96.94
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","BRASLOVČE","yes",83.436
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","CELJE","yes",500.689
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","DOBJE","yes",15.069
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","DOBRNA","yes",33.826
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","GORNJI GRAD","yes",295.71
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KOZJE","yes",11.545
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","LAŠKO","yes",79.05
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","LJUBNO","yes",106.173
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","LUČE","yes",31.152
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","MOZIRJE","yes",101.514
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","NAZARJE","yes",107.047
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","PODČETRTEK","no",1.68
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","PODČETRTEK","yes",17.668
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","POLZELA","yes",54.167
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","PREBOLD","yes",81.84
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","REČICA OB SAVINJI","yes",43.506
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ROGATEC","yes",8.501
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ROGAŠKA SLATINA","yes",41.562
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","SLOVENSKE KONJICE","yes",657.11
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","SOLČAVA","yes",15.963
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","TABOR","yes",23.595
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","VELENJE","yes",869.463
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","VOJNIK","yes",135.304
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","VRANSKO","yes",36.906
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ZREČE","yes",76.1
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠENTJUR","yes",196.916
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠMARJE PRI JELŠAH","yes",45.661
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠMARTNO OB PAKI","yes",117.311
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠOŠTANJ","yes",287.621
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠTORE","yes",45.207
2024,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŽALEC","yes",420.665
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","BRASLOVČE","yes",521.771
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","CELJE","no",0.03
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","CELJE","yes",4097.527
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","DOBJE","yes",7.897
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","DOBRNA","yes",32.81
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","GORNJI GRAD","yes",260.235
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOZJE","yes",131.413
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LAŠKO","no",26.7
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LAŠKO","yes",378.14
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LJUBNO","yes",126.291
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LUČE","yes",32.672
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MOZIRJE","yes",231.462
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","NAZARJE","yes",94.757
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PODČETRTEK","yes",201.106
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","POLZELA","yes",337.719
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PREBOLD","no",136.22
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PREBOLD","yes",216.947
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","REČICA OB SAVINJI","yes",99.198
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ROGATEC","yes",96.758
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ROGAŠKA SLATINA","no",3.62
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ROGAŠKA SLATINA","yes",473.087
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","SLOVENSKE KONJICE","yes",287.323
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","SOLČAVA","yes",25.814
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","TABOR","yes",0.753
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","VELENJE","no",0.27
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","VELENJE","yes",502.155
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","VITANJE","yes",62.79
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","VOJNIK","yes",1146.846
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","VRANSKO","yes",337.149
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ZREČE","no",0.035
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ZREČE","yes",396.56
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠENTJUR","yes",133.292
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠMARJE PRI JELŠAH","yes",519.746
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠMARTNO OB PAKI","yes",42.745
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠOŠTANJ","yes",138.971
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠTORE","yes",44.655
2024,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŽALEC","yes",1795.774
2024,"ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","HRASTNIK","no",127.095
2024,"ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","HRASTNIK","yes",191.149
2024,"ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","LITIJA","no",61.725
2024,"ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","LITIJA","yes",207.497
2024,"ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TRBOVLJE","no",71.37
2024,"ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","TRBOVLJE","yes",165.853
2024,"ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ZAGORJE OB SAVI","no",167.243
2024,"ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ZAGORJE OB SAVI","yes",203.07
2024,"ZASAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","HRASTNIK","no",72.613
2024,"ZASAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","LITIJA","no",0.89
2024,"ZASAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","TRBOVLJE","no",12.62
2024,"ZASAVSKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ZAGORJE OB SAVI","no",119.445
2024,"ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","HRASTNIK","no",22.172
2024,"ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","HRASTNIK","yes",4.86
2024,"ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LITIJA","no",21.912
2024,"ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LITIJA","yes",196.081
2024,"ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TRBOVLJE","no",204.258
2024,"ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ZAGORJE OB SAVI","no",50.634
2024,"ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ZAGORJE OB SAVI","yes",100.242
2024,"ZASAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","LITIJA","no",75.586
2024,"ZASAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","LITIJA","yes",398.419
2024,"ZASAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","TRBOVLJE","no",745.9
2024,"ZASAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ZAGORJE OB SAVI","no",0.82
2024,"ZASAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ZAGORJE OB SAVI","yes",435.08
2024,"ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","HRASTNIK","yes",298.62
2024,"ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LITIJA","no",1.58
2024,"ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LITIJA","yes",519.977
2024,"ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","TRBOVLJE","no",220.57
2024,"ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ZAGORJE OB SAVI","no",1.32
2024,"ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ZAGORJE OB SAVI","yes",107.74
