year,statistical_region,name_of_municipality,type_of_waste,waste_category,waste_by_municipality
2021,POMURSKA,GRAD,Bulky Municipal Waste (20 03 07),Municipal Waste,73.23
2021,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,193.867
2021,OSREDNJESLOVENSKA,GROSUPLJE,Wooden Packaging (15 01 03),Packaging Waste,56.318
2021,OSREDNJESLOVENSKA,GROSUPLJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,540.47
2021,OSREDNJESLOVENSKA,GROSUPLJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,495.144
2021,OSREDNJESLOVENSKA,GROSUPLJE,Bulky Municipal Waste (20 03 07),Municipal Waste,222.056
2021,PODRAVSKA,HAJDINA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,42.315
2021,PODRAVSKA,HAJDINA,Wooden Packaging (15 01 03),Packaging Waste,0.292
2021,PODRAVSKA,HAJDINA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,95.19
2021,PODRAVSKA,HAJDINA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,79.705
2021,PODRAVSKA,HAJDINA,Bulky Municipal Waste (20 03 07),Municipal Waste,122.537
2021,POMURSKA,HODOŠ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.777
2021,POMURSKA,HODOŠ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,13.867
2021,POMURSKA,HODOŠ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.199
2021,POMURSKA,HODOŠ,Bulky Municipal Waste (20 03 07),Municipal Waste,8.299
2021,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard Packaging (15 01 01),Packaging Waste,36.393
2021,OSREDNJESLOVENSKA,HORJUL,Wooden Packaging (15 01 03),Packaging Waste,0.536
2021,OSREDNJESLOVENSKA,HORJUL,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,26.487
2021,OSREDNJESLOVENSKA,HORJUL,Bulky Municipal Waste (20 03 07),Municipal Waste,41.01
2021,PODRAVSKA,HOČE-SLIVNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,45.481
2021,PODRAVSKA,HOČE-SLIVNICA,Wooden Packaging (15 01 03),Packaging Waste,1.945
2021,PODRAVSKA,HOČE-SLIVNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,148.664
2021,PODRAVSKA,HOČE-SLIVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,189.743
2021,PODRAVSKA,HOČE-SLIVNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,378.652
2021,ZASAVSKA,HRASTNIK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,328.463
2021,ZASAVSKA,HRASTNIK,Wooden Packaging (15 01 03),Packaging Waste,155.33
2021,ZASAVSKA,HRASTNIK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,28.931
2021,ZASAVSKA,HRASTNIK,Bulky Municipal Waste (20 03 07),Municipal Waste,333.46
2021,OBALNOKRAŠKA,HRPELJE-KOZINA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,53.842
2021,OBALNOKRAŠKA,HRPELJE-KOZINA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,133.1
2021,OBALNOKRAŠKA,HRPELJE-KOZINA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,122.758
2021,OBALNOKRAŠKA,HRPELJE-KOZINA,Bulky Municipal Waste (20 03 07),Municipal Waste,37.813
2021,GORIŠKA,IDRIJA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,228.209
2021,GORIŠKA,IDRIJA,Wooden Packaging (15 01 03),Packaging Waste,165.34
2021,GORIŠKA,IDRIJA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,414.265
2021,GORIŠKA,IDRIJA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,329.77
2021,GORIŠKA,IDRIJA,Bulky Municipal Waste (20 03 07),Municipal Waste,321.466
2021,OSREDNJESLOVENSKA,IG,Paper and Cardboard Packaging (15 01 01),Packaging Waste,58.528
2021,OSREDNJESLOVENSKA,IG,Wooden Packaging (15 01 03),Packaging Waste,11.9
2021,OSREDNJESLOVENSKA,IG,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,142.934
2021,OSREDNJESLOVENSKA,IG,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,112.54
2021,OSREDNJESLOVENSKA,IG,Bulky Municipal Waste (20 03 07),Municipal Waste,228.26
2021,PRIMORSKONOTRANJSKA,ILIRSKA BISTRICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,133.871
2021,PRIMORSKONOTRANJSKA,ILIRSKA BISTRICA,Wooden Packaging (15 01 03),Packaging Waste,3.36
2021,PRIMORSKONOTRANJSKA,ILIRSKA BISTRICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,167.234
2021,PRIMORSKONOTRANJSKA,ILIRSKA BISTRICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,297.06
2021,PRIMORSKONOTRANJSKA,ILIRSKA BISTRICA,Bulky Municipal Waste (20 03 07),Municipal Waste,456.05
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,139.87
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Wooden Packaging (15 01 03),Packaging Waste,24.39
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,346.797
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,210.143
2021,OSREDNJESLOVENSKA,IVANČNA GORICA,Bulky Municipal Waste (20 03 07),Municipal Waste,150.533
2021,OBALNOKRAŠKA,IZOLA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,185.373
2021,OBALNOKRAŠKA,IZOLA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,401.389
2021,OBALNOKRAŠKA,IZOLA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,646.12
2021,OBALNOKRAŠKA,IZOLA,Bulky Municipal Waste (20 03 07),Municipal Waste,290.02
2021,GORENJSKA,JESENICE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,150.87
2021,GORENJSKA,JESENICE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,398.759
2021,GORENJSKA,JESENICE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,980
2021,GORENJSKA,JESENICE,Bulky Municipal Waste (20 03 07),Municipal Waste,1165.32
2021,GORENJSKA,JEZERSKO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.82
2021,GORENJSKA,JEZERSKO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,43.78
2021,PODRAVSKA,JURŠINCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19.812
2021,PODRAVSKA,JURŠINCI,Wooden Packaging (15 01 03),Packaging Waste,0.32
2021,PODRAVSKA,JURŠINCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,50.402
2021,PODRAVSKA,JURŠINCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,9.096
2021,PODRAVSKA,JURŠINCI,Bulky Municipal Waste (20 03 07),Municipal Waste,7.623
2021,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,519.919
2021,OSREDNJESLOVENSKA,KAMNIK,Wooden Packaging (15 01 03),Packaging Waste,99.108
2021,OSREDNJESLOVENSKA,KAMNIK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,455.73
2021,OSREDNJESLOVENSKA,KAMNIK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,163.24
2021,OSREDNJESLOVENSKA,KAMNIK,Bulky Municipal Waste (20 03 07),Municipal Waste,782.68
2021,GORIŠKA,KANAL,Paper and Cardboard Packaging (15 01 01),Packaging Waste,16.114
2021,GORIŠKA,KANAL,Wooden Packaging (15 01 03),Packaging Waste,1.081
2021,GORIŠKA,KANAL,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,115.54
2021,GORIŠKA,KANAL,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,278.276
2021,GORIŠKA,KANAL,Bulky Municipal Waste (20 03 07),Municipal Waste,278.133
2021,PODRAVSKA,KIDRIČEVO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,67.31
2021,PODRAVSKA,KIDRIČEVO,Wooden Packaging (15 01 03),Packaging Waste,0.828
2021,PODRAVSKA,KIDRIČEVO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,162.705
2021,PODRAVSKA,KIDRIČEVO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,97.12
2021,PODRAVSKA,KIDRIČEVO,Bulky Municipal Waste (20 03 07),Municipal Waste,244.24
2021,GORIŠKA,KOBARID,Paper and Cardboard Packaging (15 01 01),Packaging Waste,81.494
2021,GORIŠKA,KOBARID,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,50.637
2021,GORIŠKA,KOBARID,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,125.049
2021,GORIŠKA,KOBARID,Bulky Municipal Waste (20 03 07),Municipal Waste,60.38
2021,POMURSKA,KOBILJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.55
2021,POMURSKA,KOBILJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5.83
2021,POMURSKA,KOBILJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,12.24
2021,POMURSKA,KOBILJE,Bulky Municipal Waste (20 03 07),Municipal Waste,16.74
2021,OBALNOKRAŠKA,KOMEN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,40.093
2021,OBALNOKRAŠKA,KOMEN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,103.178
2021,OBALNOKRAŠKA,KOMEN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,95.162
2021,OBALNOKRAŠKA,KOMEN,Bulky Municipal Waste (20 03 07),Municipal Waste,29.313
2021,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,135.42
2021,OSREDNJESLOVENSKA,KOMENDA,Wooden Packaging (15 01 03),Packaging Waste,31.09
2021,OSREDNJESLOVENSKA,KOMENDA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,228.79
2021,OSREDNJESLOVENSKA,KOMENDA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,45.19
2021,OSREDNJESLOVENSKA,KOMENDA,Bulky Municipal Waste (20 03 07),Municipal Waste,119.16
2021,OBALNOKRAŠKA,KOPER,Paper and Cardboard Packaging (15 01 01),Packaging Waste,479.4
2021,OBALNOKRAŠKA,KOPER,Wooden Packaging (15 01 03),Packaging Waste,1490.52
2021,OBALNOKRAŠKA,KOPER,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1350.121
2021,OBALNOKRAŠKA,KOPER,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1720.835
2021,OBALNOKRAŠKA,KOPER,Bulky Municipal Waste (20 03 07),Municipal Waste,582.742
2021,POSAVSKA,KOSTANJEVICA NA KRKI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,57.674
2021,POSAVSKA,KOSTANJEVICA NA KRKI,Wooden Packaging (15 01 03),Packaging Waste,25.298
2021,POSAVSKA,KOSTANJEVICA NA KRKI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20.4
2021,POSAVSKA,KOSTANJEVICA NA KRKI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,18
2021,POSAVSKA,KOSTANJEVICA NA KRKI,Bulky Municipal Waste (20 03 07),Municipal Waste,21.66
2021,JUGOVZHODNA SLOVENIJA,KOSTEL,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13.72
2021,JUGOVZHODNA SLOVENIJA,KOSTEL,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5.93
2021,JUGOVZHODNA SLOVENIJA,KOSTEL,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.4
2021,JUGOVZHODNA SLOVENIJA,KOSTEL,Bulky Municipal Waste (20 03 07),Municipal Waste,21.28
2021,SAVINJSKA,KOZJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.18
2021,SAVINJSKA,KOZJE,Wooden Packaging (15 01 03),Packaging Waste,0.011
2021,SAVINJSKA,KOZJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20.483
2021,SAVINJSKA,KOZJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.115
2021,SAVINJSKA,KOZJE,Bulky Municipal Waste (20 03 07),Municipal Waste,111.983
2021,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,193.584
2021,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,894.754
2021,JUGOVZHODNA SLOVENIJA,KOČEVJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,371.978
2021,JUGOVZHODNA SLOVENIJA,KOČEVJE,Bulky Municipal Waste (20 03 07),Municipal Waste,525.16
2021,GORENJSKA,KRANJ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,511.007
2021,GORENJSKA,KRANJ,Wooden Packaging (15 01 03),Packaging Waste,19.15
2021,GORENJSKA,KRANJ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,942.682
2021,GORENJSKA,KRANJ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1212.82
2021,GORENJSKA,KRANJ,Bulky Municipal Waste (20 03 07),Municipal Waste,644.331
2021,GORENJSKA,KRANJSKA GORA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,126.596
2021,GORENJSKA,KRANJSKA GORA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,21.228
2021,GORENJSKA,KRANJSKA GORA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,211.91
2021,GORENJSKA,KRANJSKA GORA,Bulky Municipal Waste (20 03 07),Municipal Waste,245.41
2021,POMURSKA,KRIŽEVCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.302
2021,POMURSKA,KRIŽEVCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,44.88
2021,POMURSKA,KRIŽEVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,219.54
2021,POSAVSKA,KRŠKO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1055.943
2021,POSAVSKA,KRŠKO,Wooden Packaging (15 01 03),Packaging Waste,93.919
2021,POSAVSKA,KRŠKO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,387.8
2021,POSAVSKA,KRŠKO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1341
2021,POSAVSKA,KRŠKO,Bulky Municipal Waste (20 03 07),Municipal Waste,312.12
2021,PODRAVSKA,KUNGOTA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,23.045
2021,PODRAVSKA,KUNGOTA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,84.948
2021,PODRAVSKA,KUNGOTA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,127.64
2021,PODRAVSKA,KUNGOTA,Bulky Municipal Waste (20 03 07),Municipal Waste,175.675
2021,POMURSKA,KUZMA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,9.746
2021,POMURSKA,KUZMA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,13.056
2021,POMURSKA,KUZMA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,13.3
2021,POMURSKA,KUZMA,Bulky Municipal Waste (20 03 07),Municipal Waste,35.68
2021,SAVINJSKA,LAŠKO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,179.777
2021,SAVINJSKA,LAŠKO,Wooden Packaging (15 01 03),Packaging Waste,0.27
2021,SAVINJSKA,LAŠKO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20.29
2021,SAVINJSKA,LAŠKO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,28.714
2021,SAVINJSKA,LAŠKO,Bulky Municipal Waste (20 03 07),Municipal Waste,291.76
2021,PODRAVSKA,LENART,Paper and Cardboard Packaging (15 01 01),Packaging Waste,37.659
2021,PODRAVSKA,LENART,Wooden Packaging (15 01 03),Packaging Waste,264.793
2021,PODRAVSKA,LENART,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,71.516
2021,PODRAVSKA,LENART,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,117.721
2021,PODRAVSKA,LENART,Bulky Municipal Waste (20 03 07),Municipal Waste,396.36
2021,POMURSKA,LENDAVA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,665.521
2021,POMURSKA,LENDAVA,Wooden Packaging (15 01 03),Packaging Waste,189.901
2021,POMURSKA,LENDAVA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,315.714
2021,POMURSKA,LENDAVA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,7.6
2021,POMURSKA,LENDAVA,Bulky Municipal Waste (20 03 07),Municipal Waste,277.15
2021,ZASAVSKA,LITIJA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,210.584
2021,ZASAVSKA,LITIJA,Wooden Packaging (15 01 03),Packaging Waste,2.62
2021,ZASAVSKA,LITIJA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,282.559
2021,ZASAVSKA,LITIJA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,293.23
2021,ZASAVSKA,LITIJA,Bulky Municipal Waste (20 03 07),Municipal Waste,326.31
2021,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5050.614
2021,OSREDNJESLOVENSKA,LJUBLJANA,Wooden Packaging (15 01 03),Packaging Waste,2975.833
2021,OSREDNJESLOVENSKA,LJUBLJANA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,29770.079
2021,OSREDNJESLOVENSKA,LJUBLJANA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,7114.556
2021,OSREDNJESLOVENSKA,LJUBLJANA,Bulky Municipal Waste (20 03 07),Municipal Waste,8726.595
2021,SAVINJSKA,LJUBNO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,23.998
2021,SAVINJSKA,LJUBNO,Wooden Packaging (15 01 03),Packaging Waste,9.54
2021,SAVINJSKA,LJUBNO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,21.614
2021,SAVINJSKA,LJUBNO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,24.721
2021,SAVINJSKA,LJUBNO,Bulky Municipal Waste (20 03 07),Municipal Waste,42.171
2021,POMURSKA,LJUTOMER,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.447
2021,POMURSKA,LJUTOMER,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,144.78
2021,POMURSKA,LJUTOMER,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5.06
2021,POMURSKA,LJUTOMER,Bulky Municipal Waste (20 03 07),Municipal Waste,681.88
2021,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.213
2021,OSREDNJESLOVENSKA,LOG-DRAGOMER,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,127.174
2021,OSREDNJESLOVENSKA,LOG-DRAGOMER,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,100.519
2021,OSREDNJESLOVENSKA,LOG-DRAGOMER,Bulky Municipal Waste (20 03 07),Municipal Waste,63.025
2021,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard Packaging (15 01 01),Packaging Waste,391.756
2021,OSREDNJESLOVENSKA,LOGATEC,Wooden Packaging (15 01 03),Packaging Waste,129.123
2021,OSREDNJESLOVENSKA,LOGATEC,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,305.465
2021,OSREDNJESLOVENSKA,LOGATEC,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,323.7
2021,OSREDNJESLOVENSKA,LOGATEC,Bulky Municipal Waste (20 03 07),Municipal Waste,155.02
2021,PODRAVSKA,LOVRENC NA POHORJU,Paper and Cardboard Packaging (15 01 01),Packaging Waste,18.4
2021,PODRAVSKA,LOVRENC NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,49.136
2021,PODRAVSKA,LOVRENC NA POHORJU,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,163.2
2021,PODRAVSKA,LOVRENC NA POHORJU,Bulky Municipal Waste (20 03 07),Municipal Waste,59.522
2021,PRIMORSKONOTRANJSKA,LOŠKA DOLINA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,20.525
2021,PRIMORSKONOTRANJSKA,LOŠKA DOLINA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2.52
2021,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.963
2021,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,11.197
2021,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,60.425
2021,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Bulky Municipal Waste (20 03 07),Municipal Waste,73.261
2021,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,54.73
2021,OSREDNJESLOVENSKA,LUKOVICA,Wooden Packaging (15 01 03),Packaging Waste,54.6
2021,OSREDNJESLOVENSKA,LUKOVICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,108.293
2021,OSREDNJESLOVENSKA,LUKOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,173.15
2021,OSREDNJESLOVENSKA,LUKOVICA,Bulky Municipal Waste (20 03 07),Municipal Waste,169.111
2021,SAVINJSKA,LUČE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.31
2021,SAVINJSKA,LUČE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,40.991
2021,SAVINJSKA,LUČE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,9.945
2021,SAVINJSKA,LUČE,Bulky Municipal Waste (20 03 07),Municipal Waste,18.853
2021,PODRAVSKA,MAJŠPERK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,28.968
2021,PODRAVSKA,MAJŠPERK,Wooden Packaging (15 01 03),Packaging Waste,0.412
2021,PODRAVSKA,MAJŠPERK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,67.593
2021,PODRAVSKA,MAJŠPERK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,27.88
2021,PODRAVSKA,MAJŠPERK,Bulky Municipal Waste (20 03 07),Municipal Waste,106.07
2021,PODRAVSKA,MAKOLE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.152
2021,PODRAVSKA,MAKOLE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,26
2021,PODRAVSKA,MAKOLE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,57.704
2021,PODRAVSKA,MAKOLE,Bulky Municipal Waste (20 03 07),Municipal Waste,21.21
2021,PODRAVSKA,MARIBOR,Paper and Cardboard Packaging (15 01 01),Packaging Waste,573.594
2021,PODRAVSKA,MARIBOR,Wooden Packaging (15 01 03),Packaging Waste,122.12
2021,PODRAVSKA,MARIBOR,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3883.881
2021,PODRAVSKA,MARIBOR,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4825.56
2021,PODRAVSKA,MARIBOR,Bulky Municipal Waste (20 03 07),Municipal Waste,2217.005
2021,PODRAVSKA,MARKOVCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,27.336
2021,PODRAVSKA,MARKOVCI,Wooden Packaging (15 01 03),Packaging Waste,0.412
2021,PODRAVSKA,MARKOVCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,70.209
2021,PODRAVSKA,MARKOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,65.337
2021,PODRAVSKA,MARKOVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,116.26
2021,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,104.114
2021,OSREDNJESLOVENSKA,MEDVODE,Wooden Packaging (15 01 03),Packaging Waste,149.92
2021,OSREDNJESLOVENSKA,MEDVODE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,608.067
2021,OSREDNJESLOVENSKA,MEDVODE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,268.96
2021,OSREDNJESLOVENSKA,MEDVODE,Bulky Municipal Waste (20 03 07),Municipal Waste,445.5
2021,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,108.797
2021,OSREDNJESLOVENSKA,MENGEŠ,Wooden Packaging (15 01 03),Packaging Waste,32.461
2021,OSREDNJESLOVENSKA,MENGEŠ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,269.433
2021,OSREDNJESLOVENSKA,MENGEŠ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,275.913
2021,OSREDNJESLOVENSKA,MENGEŠ,Bulky Municipal Waste (20 03 07),Municipal Waste,269.477
2021,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,159.61
2021,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,18.496
2021,JUGOVZHODNA SLOVENIJA,METLIKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,247.87
2021,JUGOVZHODNA SLOVENIJA,METLIKA,Bulky Municipal Waste (20 03 07),Municipal Waste,388.15
2021,KOROŠKA,MEŽICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.706
2021,KOROŠKA,MEŽICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,39.893
2021,KOROŠKA,MEŽICA,Bulky Municipal Waste (20 03 07),Municipal Waste,125.778
2021,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.04
2021,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,159.31
2021,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Bulky Municipal Waste (20 03 07),Municipal Waste,127.754
2021,GORIŠKA,MIREN-KOSTANJEVICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,71.606
2021,GORIŠKA,MIREN-KOSTANJEVICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,194.438
2021,GORIŠKA,MIREN-KOSTANJEVICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,242.499
2021,GORIŠKA,MIREN-KOSTANJEVICA,Bulky Municipal Waste (20 03 07),Municipal Waste,221.41
