year,statistical_region,treatment_inlet_delivered_waste_code,input_waste_name,waste_category,treatment_operation,treatment_outlet_delivered_waste_code,output_waste_name,waste_category_1,further_treatment_envisaged,waste_sent_to_self_storage_end_year,waste_sent_to_collector_SI,waste_sent_to_treatment_operator,waste_sent_to_EU_member_states,waste_sent_to_non_EU_countries,waste_sent_to_no_further_management
2022,OSREDNJESLOVENSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_13,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,undefined,1.072,0,0,0,0,0
2022,OSREDNJESLOVENSKA,19 12 04,Plastics and Rubber from Mechanical Treatment (19 12 04),Waste Treatment Residues,R_03,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_01,0,0,88.78,0,0,0
2022,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,BO,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",0,0,7.14,0,0,0
2022,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,0,0,0,33.32,0,0
2022,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",15 01 03,Wooden Packaging (15 01 03),Packaging Waste,R_01,0,0,10.46,0,0,0
2022,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",15 01 03,Wooden Packaging (15 01 03),Packaging Waste,R_03,0,0,125.519,0,0,0
2022,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",15 01 03,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",0,0,918.089,0,0,0
2022,OSREDNJESLOVENSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,0,0,0,801,0,0
2022,OSREDNJESLOVENSKA,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,0,0,0,10.28,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,undefined,19.339,0,0,0,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,03 03 07,Mechanically Separated Rejects from Pulping (03 03 07),Wood/Paper Production Waste,R_12,0,0,8824.3,0,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,03 03 07,Mechanically Separated Rejects from Pulping (03 03 07),Wood/Paper Production Waste,undefined,4589.724,0,0,0,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,"R_12, R_13",0,0,3.699,0,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,undefined,0,0,19.791,0,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,0,0,19912.578,22.626,2175.438,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_12,0,0,0,137.11,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",0,0,483.44,0,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_13,0,0,0,23.9,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,0,0,3247.707,16298.282,1285.95,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,0,0,0,1069.47,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",0,0,777.942,117,0,0
2022,OSREDNJESLOVENSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,undefined,189.686,675.12,0,0,0,0
2022,OSREDNJESLOVENSKA,20 01 21*,Mercury-Containing Waste (20 01 21*),Municipal Waste,R_12,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",0,0,5.069,0,0,0
2022,OSREDNJESLOVENSKA,20 01 21*,Mercury-Containing Waste (20 01 21*),Municipal Waste,R_12,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,undefined,0,3.2,0,0,0,0
2022,OSREDNJESLOVENSKA,20 01 33*,"Batteries and accumulators listed under 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries and accumulators (20 01 33*)",Municipal Waste,R_12,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",0,0,0.897,0,0,0
2022,OSREDNJESLOVENSKA,20 01 36,Non-Hazardous Waste Electrical Equipment (20 01 36),Municipal Waste,"R_12, R_13",15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",0,0,23.218,0,0,0
2022,OSREDNJESLOVENSKA,20 01 36,Non-Hazardous Waste Electrical Equipment (20 01 36),Municipal Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",0,0,11.767,0,0,0
2022,OSREDNJESLOVENSKA,20 01 36,Non-Hazardous Waste Electrical Equipment (20 01 36),Municipal Waste,"R_12, R_13",20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,0,0,11.14,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,0,0,2208.06,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,BO,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,undefined,3733.332,0,0,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,17 04 05,Iron and Steel Waste (17 04 05),Construction/Demolition Waste,R_03,0,0,412.612,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,0,0,0,24857.569,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,20 01 40,Metals from Municipal Waste (20 01 40),Municipal Waste,R_03,0,0,113.34,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",0,0,89.58,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_12,0,0,7995.32,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",15 01 03,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",0,0,25.441,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",19 12 02,Ferrous Metals from Mechanical Treatment (19 12 02),Waste Treatment Residues,"R_12, R_13",0,0,179.6,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,0,0,0,16911.077,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,undefined,19.624,0,0,0,0,0
2022,OSREDNJESLOVENSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_01,0,0,1103.94,0,0,0
2022,OSREDNJESLOVENSKA,20 03 01,Mixed Municipal Waste (20 03 01),Municipal Waste,"D_08,09",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",0,0,615.82,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,BO,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,undefined,47.2,0,0,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,19 12 02,Ferrous Metals from Mechanical Treatment (19 12 02),Waste Treatment Residues,"R_12, R_13",0,0,299.283,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,19 12 03,Non-Ferrous Metals from Mechanical Treatment (19 12 03),Waste Treatment Residues,undefined,0,0.026,0,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_01,0,0,0,68.035,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,"R_12, R_13",0,0,14015.193,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 02,Ferrous Metals from Mechanical Treatment (19 12 02),Waste Treatment Residues,R_04,0,0,2678.046,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 02,Ferrous Metals from Mechanical Treatment (19 12 02),Waste Treatment Residues,"R_12, R_13",0,0,135.66,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 04,Plastics and Rubber from Mechanical Treatment (19 12 04),Waste Treatment Residues,"R_12, R_13",0,0,0.72,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,R_03,0,0,0,33.64,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",0,0,1.96,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_01,0,0,0,266.953,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_0101,0,0,250.737,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_12,0,0,172.879,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,"R_12, R_13",0,0,1.02,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",20 01 02,Glass from Municipal Waste (20 01 02),Municipal Waste,"R_12, R_13",0,0,130.55,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",0,0,180.33,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",20 01 40,Metals from Municipal Waste (20 01 40),Municipal Waste,"R_12, R_13",0,0,6.182,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,D_01,0,0,8745.174,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",0,0,100.58,0,0,0
2022,OSREDNJESLOVENSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,undefined,3.9,0,0,0,0,0
2022,PODRAVSKA,02 01 07,Forestry Waste (02 01 07),Agricultural/Forestry Waste,"R_12, R_13",02 01 07,Forestry Waste (02 01 07),Agricultural/Forestry Waste,R_03,0,0,12.74,0,0,0
2022,PODRAVSKA,02 01 07,Forestry Waste (02 01 07),Agricultural/Forestry Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,undefined,0,13.7,0,0,0,0
2022,PODRAVSKA,03 01 05,Sawdust/Shavings/Cuttings (03 01 05),Wood/Paper Production Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,undefined,0,273.16,0,0,0,0
2022,PODRAVSKA,03 01 99,Other Unspecified Wood Waste (03 01 99),Wood/Paper Production Waste,R_12,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_03,0,0,0,1154.36,0,0
2022,PODRAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_12,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_01,0,0,0,267.64,0,0
2022,PODRAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,R_03,0,0,0,114.14,0,0
2022,PODRAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,0,0,1895.51,0,0,0
2022,PODRAVSKA,03 03 08,Waste from Sorting of Paper and Cardboard for Recycling (03 03 08),Wood/Paper Production Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",0,0,26.47,0,0,0
2022,PODRAVSKA,12 01 02,Iron Dust and Particles (12 01 02),Metal/Plastic Processing Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_04,0,0,0,1831.003,0,0
2022,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_03,0,0,0,11494.692,61.46,0
2022,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_12,0,0,94.264,0,0,0
2022,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",0,0,1.26,0,0,0
2022,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,undefined,106.006,0,1296.598,0,0,0
2022,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,0,0,818.11,1409.149,0,0
2022,PODRAVSKA,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",0,0,807.014,0,0,0
2022,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",15 01 03,Wooden Packaging (15 01 03),Packaging Waste,R_01,0,0,180.32,0,0,0
2022,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",15 01 03,Wooden Packaging (15 01 03),Packaging Waste,R_03,0,0,2583.12,340.337,0,0
2022,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",15 01 03,Wooden Packaging (15 01 03),Packaging Waste,undefined,3.4,0,0,0,0,0
2022,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",0,0,290.969,0,0,0
2022,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,undefined,4.036,0,0,0,0,0
2022,PODRAVSKA,15 01 03,Wooden Packaging (15 01 03),Packaging Waste,"R_12, R_13",19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,undefined,15.782,0,0,0,0,0
2022,PODRAVSKA,15 01 06,Mixed Packaging (15 01 06),Packaging Waste,R_12,15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,"R_12, R_13",0,0,0.78,0,0,0
2022,PODRAVSKA,15 01 06,Mixed Packaging (15 01 06),Packaging Waste,"R_12, R_13",15 01 01,Paper and Cardboard Packaging (15 01 01),Packaging Waste,R_03,0,0,0,1682.38,0,0
2022,PODRAVSKA,15 01 06,Mixed Packaging (15 01 06),Packaging Waste,"R_12, R_13",15 01 03,Wooden Packaging (15 01 03),Packaging Waste,R_03,0,0,254.85,0,0,0
2022,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,0,0,334.18,288.521,81.74,0
2022,PODRAVSKA,19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_01,0,0,0,143.94,0,0
2022,PODRAVSKA,19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,"R_12, R_13",19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,undefined,5.622,0,0,0,0,0
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",0,0,164.128,0,0,0
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,BO,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,undefined,7.58,0,0,0,0,0
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_12,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",0,0,1398.399,0,0,0
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_03,0,0,15.44,4172.815,0,0
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,R_05,0,0,8.7,0,0,0
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",0,0,98.53,0,0,0
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,undefined,0,42.191,0,0,0,0
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,R_03,0,0,0,3815.963,0,0
2022,PODRAVSKA,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,undefined,374.31,23.6,182.56,0,0,0
2022,PODRAVSKA,20 01 35*,Hazardous Waste Electrical Equipment (20 01 35*),Municipal Waste,"R_12, R_13",19 12 07,Wood Waste from Treatment (not 19 12 06) (19 12 07),Waste Treatment Residues,undefined,0,5.622,0,0,0,0
2022,PODRAVSKA,20 01 36,Non-Hazardous Waste Electrical Equipment (20 01 36),Municipal Waste,"R_12, R_13",20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",0,0,3.92,0,0,0
2022,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",15 01 03,Wooden Packaging (15 01 03),Packaging Waste,R_03,0,0,0,34.97,0,0
2022,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_01,0,0,0,0.326,0,0
2022,PODRAVSKA,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,"R_12, R_13",20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,undefined,0,180.36,0,0,0,0
2022,PODRAVSKA,20 03 01,Mixed Municipal Waste (20 03 01),Municipal Waste,"D_08,09",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,"R_12, R_13",0,0,13.51,0,0,0
2022,PODRAVSKA,20 03 01,Mixed Municipal Waste (20 03 01),Municipal Waste,"D_08,09",19 12 01,Paper and Cardboard from Waste Treatment (19 12 01),Waste Treatment Residues,undefined,0,24.06,0,0,0,0
2022,PODRAVSKA,20 03 01,Mixed Municipal Waste (20 03 01),Municipal Waste,D_09,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,"R_12, R_13",0,0,1387.352,0,0,0
2022,PODRAVSKA,20 03 01,Mixed Municipal Waste (20 03 01),Municipal Waste,D_09,20 01 01,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,undefined,5.36,0,0,0,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"D_08,09",19 12 02,Ferrous Metals from Mechanical Treatment (19 12 02),Waste Treatment Residues,"R_12, R_13",0,0,24.54,0,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"D_08,09",19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_12,0,0,186.5,0,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"D_08,09",20 03 01,Mixed Municipal Waste (20 03 01),Municipal Waste,"D_08,09",0,0,279.75,0,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,19 12 12,Other Mechanically Treated Waste (19 12 12),Waste Treatment Residues,R_03,0,0,0,2000,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,20 01 38,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,R_03,0,0,84.924,0,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,R_12,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",0,0,670.46,0,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 02,Ferrous Metals from Mechanical Treatment (19 12 02),Waste Treatment Residues,R_04,0,0,0,155.465,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 02,Ferrous Metals from Mechanical Treatment (19 12 02),Waste Treatment Residues,undefined,2.55,0,0,0,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 03,Non-Ferrous Metals from Mechanical Treatment (19 12 03),Waste Treatment Residues,R_04,0,0,0,3.8,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 03,Non-Ferrous Metals from Mechanical Treatment (19 12 03),Waste Treatment Residues,undefined,2,0,0,0,0,0
2022,PODRAVSKA,20 03 07,Bulky Municipal Waste (20 03 07),Municipal Waste,"R_12, R_13",19 12 04,Plastics and Rubber from Mechanical Treatment (19 12 04),Waste Treatment Residues,R_03,0,0,0,2.745,0,0
