"year","statistical_region","name_of_municipality","waste_code","type_of_waste","waste_category","waste_by_municipality"
2022,"OBALNOKRAŠKA","IZOLA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",833.72
2022,"OBALNOKRAŠKA","IZOLA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",294.18
2022,"OBALNOKRAŠKA","KOMEN","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",37.337
2022,"OBALNOKRAŠKA","KOMEN","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",119.958
2022,"OBALNOKRAŠKA","KOMEN","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",79.848
2022,"OBALNOKRAŠKA","KOMEN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",20.938
2022,"OBALNOKRAŠKA","KOPER","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",550.31
2022,"OBALNOKRAŠKA","KOPER","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1651.3
2022,"OBALNOKRAŠKA","KOPER","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1261.008
2022,"OBALNOKRAŠKA","KOPER","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1709.22
2022,"OBALNOKRAŠKA","KOPER","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",558.755
2022,"OBALNOKRAŠKA","PIRAN","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",523.038
2022,"OBALNOKRAŠKA","PIRAN","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",191.102
2022,"OBALNOKRAŠKA","PIRAN","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",716.19
2022,"OBALNOKRAŠKA","PIRAN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1169.56
2022,"OBALNOKRAŠKA","SEŽANA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",187.252
2022,"OBALNOKRAŠKA","SEŽANA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",419.383
2022,"OBALNOKRAŠKA","SEŽANA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",283.658
2022,"OBALNOKRAŠKA","SEŽANA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",74.668
2022,"OSREDNJESLOVENSKA","BOROVNICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",35.234
2022,"OSREDNJESLOVENSKA","BOROVNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",141.505
2022,"OSREDNJESLOVENSKA","BOROVNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",106.897
2022,"OSREDNJESLOVENSKA","BOROVNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",70.009
2022,"OSREDNJESLOVENSKA","BREZOVICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",70.176
2022,"OSREDNJESLOVENSKA","BREZOVICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",2.3
2022,"OSREDNJESLOVENSKA","BREZOVICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",97.304
2022,"OSREDNJESLOVENSKA","BREZOVICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",79.62
2022,"OSREDNJESLOVENSKA","BREZOVICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",204.875
2022,"OSREDNJESLOVENSKA","DOBREPOLJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",17.249
2022,"OSREDNJESLOVENSKA","DOBREPOLJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",49.728
2022,"OSREDNJESLOVENSKA","DOBREPOLJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",115.691
2022,"OSREDNJESLOVENSKA","DOBREPOLJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",15.66
2022,"OSREDNJESLOVENSKA","DOBREPOLJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",38.027
2022,"OSREDNJESLOVENSKA","DOBROVA-POLHOV GRADEC","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",21.334
2022,"OSREDNJESLOVENSKA","DOBROVA-POLHOV GRADEC","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1.586
2022,"OSREDNJESLOVENSKA","DOBROVA-POLHOV GRADEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",4.197
2022,"OSREDNJESLOVENSKA","DOBROVA-POLHOV GRADEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",56.66
2022,"OSREDNJESLOVENSKA","DOL PRI LJUBLJANI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",81.908
2022,"OSREDNJESLOVENSKA","DOL PRI LJUBLJANI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",15.167
2022,"OSREDNJESLOVENSKA","DOL PRI LJUBLJANI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",51.44
2022,"OSREDNJESLOVENSKA","DOMŽALE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",664.959
2022,"OSREDNJESLOVENSKA","DOMŽALE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",22.28
2022,"OSREDNJESLOVENSKA","DOMŽALE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1518.688
2022,"OSREDNJESLOVENSKA","DOMŽALE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1264.65
2022,"OSREDNJESLOVENSKA","DOMŽALE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1167.786
2022,"OSREDNJESLOVENSKA","GROSUPLJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",171.083
2022,"OSREDNJESLOVENSKA","GROSUPLJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",106.967
2022,"OSREDNJESLOVENSKA","GROSUPLJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",639.594
2022,"OSREDNJESLOVENSKA","GROSUPLJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",528.169
2022,"OSREDNJESLOVENSKA","GROSUPLJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",256.684
2022,"OSREDNJESLOVENSKA","HORJUL","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",41.374
2022,"OSREDNJESLOVENSKA","HORJUL","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",4.84
2022,"OSREDNJESLOVENSKA","HORJUL","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",11.849
2022,"OSREDNJESLOVENSKA","HORJUL","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",3.41
2022,"OSREDNJESLOVENSKA","HORJUL","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",34.62
2022,"OSREDNJESLOVENSKA","IG","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",57.52
2022,"OSREDNJESLOVENSKA","IG","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",13.08
2022,"OSREDNJESLOVENSKA","IG","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",52.349
2022,"OSREDNJESLOVENSKA","IG","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",100.64
2022,"OSREDNJESLOVENSKA","IG","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",221.38
2022,"OSREDNJESLOVENSKA","IVANČNA GORICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",183.217
2022,"OSREDNJESLOVENSKA","IVANČNA GORICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",31.379
2022,"OSREDNJESLOVENSKA","IVANČNA GORICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",366.614
2022,"OSREDNJESLOVENSKA","IVANČNA GORICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",226.071
2022,"OSREDNJESLOVENSKA","IVANČNA GORICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",180.629
2022,"OSREDNJESLOVENSKA","KAMNIK","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",594.044
2022,"OSREDNJESLOVENSKA","KAMNIK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",103.341
2022,"OSREDNJESLOVENSKA","KAMNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",850.648
2022,"OSREDNJESLOVENSKA","KAMNIK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",126.73
2022,"OSREDNJESLOVENSKA","KAMNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",619.21
2022,"OSREDNJESLOVENSKA","KOMENDA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",94.672
2022,"OSREDNJESLOVENSKA","KOMENDA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",22.15
2022,"OSREDNJESLOVENSKA","KOMENDA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",287.208
2022,"OSREDNJESLOVENSKA","KOMENDA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",39.06
2022,"OSREDNJESLOVENSKA","KOMENDA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",83.79
2022,"OSREDNJESLOVENSKA","LJUBLJANA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",6602.465
2022,"OSREDNJESLOVENSKA","LJUBLJANA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1408.534
2022,"OSREDNJESLOVENSKA","LJUBLJANA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",18842.346
2022,"OSREDNJESLOVENSKA","LJUBLJANA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",6686.145
2022,"OSREDNJESLOVENSKA","LJUBLJANA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",7813.39
2022,"OSREDNJESLOVENSKA","LOG-DRAGOMER","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",29.942
2022,"OSREDNJESLOVENSKA","LOG-DRAGOMER","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",109.434
2022,"OSREDNJESLOVENSKA","LOG-DRAGOMER","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",83.142
2022,"OSREDNJESLOVENSKA","LOG-DRAGOMER","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",59.524
2022,"OSREDNJESLOVENSKA","LOGATEC","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",390.167
2022,"OSREDNJESLOVENSKA","LOGATEC","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",78.74
2022,"OSREDNJESLOVENSKA","LOGATEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",358.085
2022,"OSREDNJESLOVENSKA","LOGATEC","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",392.86
2022,"OSREDNJESLOVENSKA","LOGATEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",115.83
2022,"OSREDNJESLOVENSKA","LUKOVICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",330.348
2022,"OSREDNJESLOVENSKA","LUKOVICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",60.6
2022,"OSREDNJESLOVENSKA","LUKOVICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",78.194
2022,"OSREDNJESLOVENSKA","LUKOVICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",147.543
2022,"OSREDNJESLOVENSKA","LUKOVICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",136.242
2022,"OSREDNJESLOVENSKA","MEDVODE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",199.186
2022,"OSREDNJESLOVENSKA","MEDVODE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",111.44
2022,"OSREDNJESLOVENSKA","MEDVODE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",71.617
2022,"OSREDNJESLOVENSKA","MEDVODE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",251.66
2022,"OSREDNJESLOVENSKA","MEDVODE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",392.22
2022,"OSREDNJESLOVENSKA","MENGEŠ","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",117.404
2022,"OSREDNJESLOVENSKA","MENGEŠ","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",30.506
2022,"OSREDNJESLOVENSKA","MENGEŠ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",161.533
2022,"OSREDNJESLOVENSKA","MENGEŠ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",274.008
2022,"OSREDNJESLOVENSKA","MENGEŠ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",253.02
2022,"OSREDNJESLOVENSKA","MORAVČE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",45.806
2022,"OSREDNJESLOVENSKA","MORAVČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",86.962
2022,"OSREDNJESLOVENSKA","MORAVČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",147.543
2022,"OSREDNJESLOVENSKA","MORAVČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",136.242
2022,"OSREDNJESLOVENSKA","TRZIN","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",315.483
2022,"OSREDNJESLOVENSKA","TRZIN","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",3.21
2022,"OSREDNJESLOVENSKA","TRZIN","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",168.544
2022,"OSREDNJESLOVENSKA","TRZIN","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",274.006
2022,"OSREDNJESLOVENSKA","TRZIN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",253.02
2022,"OSREDNJESLOVENSKA","VELIKE LAŠČE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",13.247
2022,"OSREDNJESLOVENSKA","VELIKE LAŠČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",22.395
2022,"OSREDNJESLOVENSKA","VELIKE LAŠČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",59.06
2022,"OSREDNJESLOVENSKA","VELIKE LAŠČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",140.68
2022,"OSREDNJESLOVENSKA","VODICE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",19.583
2022,"OSREDNJESLOVENSKA","VODICE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",154.963
2022,"OSREDNJESLOVENSKA","VODICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",16.688
2022,"OSREDNJESLOVENSKA","VODICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",101.32
2022,"OSREDNJESLOVENSKA","VODICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",169.1
2022,"OSREDNJESLOVENSKA","VRHNIKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",617.711
2022,"OSREDNJESLOVENSKA","VRHNIKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",17.6
2022,"OSREDNJESLOVENSKA","VRHNIKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",579.463
2022,"OSREDNJESLOVENSKA","VRHNIKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",403.831
2022,"OSREDNJESLOVENSKA","VRHNIKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",139.127
2022,"OSREDNJESLOVENSKA","ŠKOFLJICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",44.251
2022,"OSREDNJESLOVENSKA","ŠKOFLJICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",20.544
2022,"OSREDNJESLOVENSKA","ŠKOFLJICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",123.38
2022,"OSREDNJESLOVENSKA","ŠKOFLJICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",115.58
2022,"OSREDNJESLOVENSKA","ŠMARTNO PRI LITIJI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",68.126
2022,"OSREDNJESLOVENSKA","ŠMARTNO PRI LITIJI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",120.884
2022,"OSREDNJESLOVENSKA","ŠMARTNO PRI LITIJI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",97.94
2022,"OSREDNJESLOVENSKA","ŠMARTNO PRI LITIJI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",140.24
2022,"PODRAVSKA","BENEDIKT","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",13.75
2022,"PODRAVSKA","BENEDIKT","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",9.8
2022,"PODRAVSKA","BENEDIKT","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",17.05
2022,"PODRAVSKA","BENEDIKT","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",6.38
2022,"PODRAVSKA","BENEDIKT","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",56.8
2022,"PODRAVSKA","CERKVENJAK","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",11.55
2022,"PODRAVSKA","CERKVENJAK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",6.94
2022,"PODRAVSKA","CERKVENJAK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",8.873
2022,"PODRAVSKA","CERKVENJAK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",3.61
2022,"PODRAVSKA","CERKVENJAK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",32.72
2022,"PODRAVSKA","CIRKULANE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",15.505
2022,"PODRAVSKA","CIRKULANE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",80.042
2022,"PODRAVSKA","CIRKULANE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",18.583
2022,"PODRAVSKA","DESTRNIK","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",19.721
2022,"PODRAVSKA","DESTRNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",54.779
2022,"PODRAVSKA","DESTRNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",21.507
2022,"PODRAVSKA","DORNAVA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",21.51
2022,"PODRAVSKA","DORNAVA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",59.133
2022,"PODRAVSKA","DORNAVA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",29.038
2022,"PODRAVSKA","DORNAVA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",36.52
2022,"PODRAVSKA","DUPLEK","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",56.624
2022,"PODRAVSKA","DUPLEK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",29.64
2022,"PODRAVSKA","DUPLEK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",137.241
2022,"PODRAVSKA","DUPLEK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",28.34
2022,"PODRAVSKA","DUPLEK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",186.496
2022,"PODRAVSKA","GORIŠNICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",33.487
2022,"PODRAVSKA","GORIŠNICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",37.02
2022,"PODRAVSKA","GORIŠNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",82.072
2022,"PODRAVSKA","GORIŠNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",69.08
2022,"PODRAVSKA","GORIŠNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",138.36
2022,"PODRAVSKA","HAJDINA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",41.693
2022,"PODRAVSKA","HAJDINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",97.146
2022,"PODRAVSKA","HAJDINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",74.12
2022,"PODRAVSKA","HAJDINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",147.66
2022,"PODRAVSKA","HOČE-SLIVNICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",54.69
2022,"PODRAVSKA","HOČE-SLIVNICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",15.359
2022,"PODRAVSKA","HOČE-SLIVNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",276.545
2022,"PODRAVSKA","HOČE-SLIVNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",292.38
2022,"PODRAVSKA","HOČE-SLIVNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",253.574
2022,"PODRAVSKA","JURŠINCI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",21.823
2022,"PODRAVSKA","JURŠINCI","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",12.4
2022,"PODRAVSKA","JURŠINCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",60.835
2022,"PODRAVSKA","JURŠINCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",12.133
2022,"PODRAVSKA","JURŠINCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",30.621
2022,"PODRAVSKA","KIDRIČEVO","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",46.901
2022,"PODRAVSKA","KIDRIČEVO","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",32.62
2022,"PODRAVSKA","KIDRIČEVO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",169.64
2022,"PODRAVSKA","KIDRIČEVO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",95.88
2022,"PODRAVSKA","KIDRIČEVO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",236.112
2022,"PODRAVSKA","KUNGOTA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",26.6
2022,"PODRAVSKA","KUNGOTA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",63.217
2022,"PODRAVSKA","KUNGOTA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",105.28
2022,"PODRAVSKA","KUNGOTA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",286.25
2022,"PODRAVSKA","LENART","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",56.28
2022,"PODRAVSKA","LENART","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",107.32
2022,"PODRAVSKA","LENART","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",60.115
2022,"PODRAVSKA","LENART","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",94.73
2022,"PODRAVSKA","LENART","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",361.545
2022,"PODRAVSKA","LOVRENC NA POHORJU","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",18.4
2022,"PODRAVSKA","LOVRENC NA POHORJU","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",39.467
2022,"PODRAVSKA","LOVRENC NA POHORJU","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",138.46
2022,"PODRAVSKA","LOVRENC NA POHORJU","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",73.02
2022,"PODRAVSKA","MAJŠPERK","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",26.498
2022,"PODRAVSKA","MAJŠPERK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",12.78
2022,"PODRAVSKA","MAJŠPERK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",107.1
2022,"PODRAVSKA","MAJŠPERK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",30.52
2022,"PODRAVSKA","MAJŠPERK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",127.586
2022,"PODRAVSKA","MAKOLE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",16.789
2022,"PODRAVSKA","MAKOLE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",97.88
2022,"PODRAVSKA","MAKOLE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",35.632
2022,"PODRAVSKA","MAKOLE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",56.876
2022,"PODRAVSKA","MAKOLE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",13.17
2022,"PODRAVSKA","MARIBOR","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",548.336
2022,"PODRAVSKA","MARIBOR","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",28.38
2022,"PODRAVSKA","MARIBOR","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",3934.539
2022,"PODRAVSKA","MARIBOR","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5210.18
2022,"PODRAVSKA","MARIBOR","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",2177.446
2022,"PODRAVSKA","MARKOVCI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",33.451
2022,"PODRAVSKA","MARKOVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",80.975
2022,"PODRAVSKA","MARKOVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",67.8
