"year","statistical_region","name_of_municipality","waste_code","type_of_waste","waste_category","municipal_waste_collected_by_municipality"
2020,"POMURSKA","KUZMA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",8.186
2020,"SAVINJSKA","LAŠKO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",53.56
2020,"PODRAVSKA","LENART","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",115.767
2020,"GORIŠKA","BOVEC","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",126.843
2020,"ZASAVSKA","LITIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",235.37
2020,"OSREDNJESLOVENSKA","LJUBLJANA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5413.936
2020,"SAVINJSKA","LJUBNO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",11.728
2020,"POMURSKA","LJUTOMER","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",76.93
2020,"OSREDNJESLOVENSKA","LOGATEC","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",704.93
2020,"PRIMORSKONOTRANJSKA","LOŠKA DOLINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",142.622
2020,"JUGOVZHODNA SLOVENIJA","LOŠKI POTOK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",53.018
2020,"SAVINJSKA","LUČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",7.859
2020,"OSREDNJESLOVENSKA","LUKOVICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",69.219
2020,"PODRAVSKA","MAJŠPERK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",9.884
2020,"GORIŠKA","BRDA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",284.386
2020,"PODRAVSKA","MARIBOR","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",4549.29
2020,"OSREDNJESLOVENSKA","MEDVODE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",230.24
2020,"OSREDNJESLOVENSKA","MENGEŠ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",103.829
2020,"JUGOVZHODNA SLOVENIJA","METLIKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",259.38
2020,"GORIŠKA","MIREN-KOSTANJEVICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",219.723
2020,"OSREDNJESLOVENSKA","MORAVČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",69.219
2020,"POMURSKA","MORAVSKE TOPLICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",28.6
2020,"OSREDNJESLOVENSKA","BREZOVICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",83.3
2020,"POMURSKA","MURSKA SOBOTA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",353.988
2020,"GORENJSKA","NAKLO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",74.45
2020,"SAVINJSKA","NAZARJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",26.79
2020,"GORIŠKA","NOVA GORICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",621.644
2020,"JUGOVZHODNA SLOVENIJA","NOVO MESTO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",641.294
2020,"POMURSKA","ODRANCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",20.477
2020,"PODRAVSKA","ORMOŽ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",75.44
2020,"PODRAVSKA","PESNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",242.28
2020,"POSAVSKA","BREŽICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",19.554
2020,"OBALNOKRAŠKA","PIRAN","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",220.46
2020,"PRIMORSKONOTRANJSKA","PIVKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",112.45
2020,"SAVINJSKA","PODČETRTEK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5.898
2020,"KOROŠKA","PODVELKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",10.95
2020,"PRIMORSKONOTRANJSKA","POSTOJNA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",397.98
2020,"PODRAVSKA","PTUJ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",385.567
2020,"POMURSKA","PUCONCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",0.236
2020,"PODRAVSKA","RAČE-FRAM","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",269.804
2020,"POSAVSKA","RADEČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",81.5
2020,"SAVINJSKA","CELJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",2762.744
2020,"POMURSKA","GORNJI PETROVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",4.78
2020,"POMURSKA","MORAVSKE TOPLICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",56.08
2020,"POMURSKA","MURSKA SOBOTA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",0.44
2020,"POMURSKA","PUCONCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",151.78
2020,"GORIŠKA","AJDOVŠČINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",351.524
2020,"POMURSKA","TIŠINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",121.129
2020,"POMURSKA","RADENCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",240.367
2020,"KOROŠKA","RADLJE OB DRAVI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",130.99
2020,"GORENJSKA","RADOVLJICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",660.542
2020,"KOROŠKA","RAVNE NA KOROŠKEM","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",338.956
2020,"JUGOVZHODNA SLOVENIJA","RIBNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",323.632
2020,"POMURSKA","ROGAŠOVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",63.934
2020,"SAVINJSKA","ROGAŠKA SLATINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",405.776
2020,"SAVINJSKA","ROGATEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",85.17
2020,"PODRAVSKA","RUŠE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",121.652
2020,"JUGOVZHODNA SLOVENIJA","SEMIČ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",111.097
2020,"SAVINJSKA","CELJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",0.325
2020,"POSAVSKA","SEVNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",140.4
2020,"OBALNOKRAŠKA","SEŽANA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",107.973
2020,"KOROŠKA","SLOVENJ GRADEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",739.104
2020,"PODRAVSKA","SLOVENSKA BISTRICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",200.683
2020,"SAVINJSKA","SLOVENSKE KONJICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",229.63
2020,"PODRAVSKA","STARŠE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",102.527
2020,"POMURSKA","SVETI JURIJ OB ŠČAVNICI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",58.434
2020,"GORENJSKA","ŠENČUR","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",53.165
2020,"PODRAVSKA","ŠENTILJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",384.117
2020,"JUGOVZHODNA SLOVENIJA","ŠENTJERNEJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",81.05
2020,"GORENJSKA","CERKLJE NA GORENJSKEM","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",102.72
2020,"SAVINJSKA","ŠENTJUR","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",789.092
2020,"JUGOVZHODNA SLOVENIJA","ŠKOCJAN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",9.34
2020,"GORENJSKA","ŠKOFJA LOKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",507.62
2020,"OSREDNJESLOVENSKA","ŠKOFLJICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",124.5
2020,"SAVINJSKA","ŠMARJE PRI JELŠAH","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",375.833
2020,"SAVINJSKA","ŠMARTNO OB PAKI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",72.525
2020,"SAVINJSKA","ŠOŠTANJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",142.236
2020,"SAVINJSKA","ŠTORE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",198.053
2020,"GORIŠKA","TOLMIN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",113.812
2020,"ZASAVSKA","TRBOVLJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",189.24
2020,"PRIMORSKONOTRANJSKA","CERKNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",278.994
2020,"JUGOVZHODNA SLOVENIJA","TREBNJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",119.555
2020,"GORENJSKA","TRŽIČ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",228.55
2020,"POMURSKA","TURNIŠČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",97.62
2020,"SAVINJSKA","VELENJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",724.239
2020,"OSREDNJESLOVENSKA","VELIKE LAŠČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",145.72
2020,"PODRAVSKA","VIDEM","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",92.562
2020,"GORIŠKA","VIPAVA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",102.039
2020,"SAVINJSKA","VITANJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",66.63
2020,"OSREDNJESLOVENSKA","VODICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",141.96
2020,"SAVINJSKA","VOJNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",892.047
2020,"GORIŠKA","CERKNO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",119.76
2020,"OSREDNJESLOVENSKA","VRHNIKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",149.981
2020,"KOROŠKA","VUZENICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",49.33
2020,"ZASAVSKA","ZAGORJE OB SAVI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",113.34
2020,"PODRAVSKA","ZAVRČ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",26.621
2020,"SAVINJSKA","ZREČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",319.961
2020,"GORENJSKA","ŽELEZNIKI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",97.64
2020,"GORENJSKA","ŽIRI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",87.92
2020,"PODRAVSKA","BENEDIKT","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",74.749
2020,"POSAVSKA","BISTRICA OB SOTLI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",44.359
2020,"POMURSKA","ČRENŠOVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",145.971
2020,"PRIMORSKONOTRANJSKA","BLOKE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",45.62
2020,"SAVINJSKA","BRASLOVČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",369.645
2020,"POMURSKA","CANKOVA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",56.883
2020,"PODRAVSKA","CERKVENJAK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",33.227
2020,"SAVINJSKA","DOBJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",41.216
2020,"SAVINJSKA","DOBRNA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",228.306
2020,"POMURSKA","DOBROVNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",35.97
2020,"JUGOVZHODNA SLOVENIJA","DOLENJSKE TOPLICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",38.15
2020,"POMURSKA","GRAD","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",58.14
2020,"PODRAVSKA","HAJDINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",147.754
2020,"KOROŠKA","ČRNA NA KOROŠKEM","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",59.816
2020,"PODRAVSKA","HOČE-SLIVNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",260.295
2020,"POMURSKA","HODOŠ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",5.65
2020,"OSREDNJESLOVENSKA","HORJUL","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",54.56
2020,"OSREDNJESLOVENSKA","KOMENDA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",111.7
2020,"JUGOVZHODNA SLOVENIJA","KOSTEL","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",14.1
2020,"POMURSKA","KRIŽEVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",251.97
2020,"PODRAVSKA","LOVRENC NA POHORJU","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",60.598
2020,"PODRAVSKA","MARKOVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",105.86
2020,"PODRAVSKA","MIKLAVŽ NA DRAVSKEM POLJU","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",122.525
2020,"JUGOVZHODNA SLOVENIJA","ČRNOMELJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",348.553
2020,"JUGOVZHODNA SLOVENIJA","MIRNA PEČ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",0.08
2020,"PODRAVSKA","OPLOTNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",41.652
2020,"PODRAVSKA","PODLEHNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",24.344
2020,"SAVINJSKA","POLZELA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",395.984
2020,"SAVINJSKA","PREBOLD","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",362.174
2020,"KOROŠKA","PREVALJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",186.094
2020,"POMURSKA","RAZKRIŽJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",88.52
2020,"KOROŠKA","RIBNICA NA POHORJU","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",17.21
2020,"PODRAVSKA","SELNICA OB DRAVI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",84.89
2020,"JUGOVZHODNA SLOVENIJA","SODRAŽICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",56.19
2020,"PODRAVSKA","DESTRNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",39.602
2020,"SAVINJSKA","SOLČAVA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",19.471
2020,"PODRAVSKA","SVETA ANA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",58.123
2020,"PODRAVSKA","SVETI ANDRAŽ V SLOV. GORICAH","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",21.213
2020,"GORIŠKA","ŠEMPETER-VRTOJBA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",359.361
2020,"SAVINJSKA","TABOR","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",132.956
2020,"PODRAVSKA","TRNOVSKA VAS","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",44.934
2020,"OSREDNJESLOVENSKA","TRZIN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",300.434
2020,"POMURSKA","VELIKA POLANA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",17.52
2020,"POMURSKA","VERŽEJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",87.37
2020,"SAVINJSKA","VRANSKO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",207.077
2020,"OBALNOKRAŠKA","DIVAČA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",33.962
2020,"SAVINJSKA","ŽALEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1306.626
2020,"PODRAVSKA","ŽETALE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",42.116
2020,"GORENJSKA","ŽIROVNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",350.278
2020,"JUGOVZHODNA SLOVENIJA","ŽUŽEMBERK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",51.06
2020,"OSREDNJESLOVENSKA","ŠMARTNO PRI LITIJI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",221.9
2020,"POMURSKA","APAČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",457.58
2020,"PODRAVSKA","CIRKULANE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",29.807
2020,"POSAVSKA","KOSTANJEVICA NA KRKI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",5.68
2020,"PODRAVSKA","MAKOLE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",11.36
2020,"JUGOVZHODNA SLOVENIJA","MOKRONOG-TREBELNO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",35.302
2020,"POMURSKA","BELTINCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",304.153
2020,"OSREDNJESLOVENSKA","DOBREPOLJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",43.61
2020,"PODRAVSKA","POLJČANE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",37.865
2020,"GORIŠKA","RENČE-VOGRSKO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",165.18
2020,"PODRAVSKA","SREDIŠČE OB DRAVI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",68.34
2020,"JUGOVZHODNA SLOVENIJA","STRAŽA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",5.6
2020,"PODRAVSKA","SV. TROJICA V SLOV. GORICAH","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",81.679
2020,"PODRAVSKA","SVETI TOMAŽ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",49.24
2020,"JUGOVZHODNA SLOVENIJA","ŠMARJEŠKE TOPLICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",2.46
2020,"GORENJSKA","GORJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",56.782
2020,"OSREDNJESLOVENSKA","LOG-DRAGOMER","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",30.878
2020,"SAVINJSKA","REČICA OB SAVINJI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",92.03
2020,"OSREDNJESLOVENSKA","DOBROVA-POLHOV GRADEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",52.08
2020,"PODRAVSKA","SVETI JURIJ V SLOV. GORICAH","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",47.732
2020,"JUGOVZHODNA SLOVENIJA","ŠENTRUPERT","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",29.255
2020,"JUGOVZHODNA SLOVENIJA","MIRNA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",28.808
2020,"OBALNOKRAŠKA","ANKARAN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",14.98
2020,"OSREDNJESLOVENSKA","DOL PRI LJUBLJANI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",82.22
2020,"OSREDNJESLOVENSKA","DOMŽALE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1502.174
2020,"PODRAVSKA","DORNAVA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",53.342
2020,"KOROŠKA","DRAVOGRAD","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",310.02
2020,"PODRAVSKA","DUPLEK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",242.953
2020,"GORENJSKA","GORENJA VAS-POLJANE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",147.781
2020,"PODRAVSKA","GORIŠNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",136.155
2020,"POMURSKA","GORNJA RADGONA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",215.13
2020,"GORENJSKA","BLED","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",163.78
2020,"SAVINJSKA","GORNJI GRAD","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",49.008
2020,"POMURSKA","GORNJI PETROVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",26.567
2020,"OSREDNJESLOVENSKA","GROSUPLJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",367.758
2020,"POMURSKA","ŠALOVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",25.698
2020,"ZASAVSKA","HRASTNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",245.28
2020,"OBALNOKRAŠKA","HRPELJE-KOZINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",37.55
2020,"GORIŠKA","IDRIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",242.58
2020,"OSREDNJESLOVENSKA","IG","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",218.46
2020,"PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",439.61
2020,"OSREDNJESLOVENSKA","IVANČNA GORICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",225.582
2020,"GORENJSKA","BOHINJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",263.038
2020,"OBALNOKRAŠKA","IZOLA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",271.6
2020,"GORENJSKA","JESENICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1050.832
2020,"PODRAVSKA","JURŠINCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",50.615
2020,"OSREDNJESLOVENSKA","KAMNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",697.8
2020,"GORIŠKA","KANAL","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",305.557
2020,"PODRAVSKA","KIDRIČEVO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",212.604
2020,"GORIŠKA","KOBARID","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",51.327
2020,"POMURSKA","KOBILJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",21.84
2020,"JUGOVZHODNA SLOVENIJA","KOČEVJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",455.48
2020,"OBALNOKRAŠKA","KOMEN","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",30.415
2020,"OSREDNJESLOVENSKA","BOROVNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",39.701
2020,"OBALNOKRAŠKA","KOPER","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",403.886
2020,"SAVINJSKA","KOZJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",98.477
2020,"GORENJSKA","KRANJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",621.438
2020,"GORENJSKA","KRANJSKA GORA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",272.324
2020,"POSAVSKA","KRŠKO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",279.2
2020,"PODRAVSKA","KUNGOTA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",129.24
2020,"POMURSKA","KUZMA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",26.397
2020,"SAVINJSKA","LAŠKO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",329.98
2020,"PODRAVSKA","LENART","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",406.372
2020,"POMURSKA","LENDAVA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",213.67
2020,"GORIŠKA","BOVEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",58.021
2020,"ZASAVSKA","LITIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",527.04
2020,"OSREDNJESLOVENSKA","LJUBLJANA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",7629.974
2020,"SAVINJSKA","LJUBNO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",37.402
2020,"POMURSKA","LJUTOMER","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",689.7
2020,"OSREDNJESLOVENSKA","LOGATEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",132.36
2020,"PRIMORSKONOTRANJSKA","LOŠKA DOLINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",92.998
2020,"JUGOVZHODNA SLOVENIJA","LOŠKI POTOK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",45.65
2020,"SAVINJSKA","LUČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",20.478
2020,"OSREDNJESLOVENSKA","LUKOVICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",200.289
2020,"PODRAVSKA","MAJŠPERK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",72.018
